ProductID,Type,SKU,Name,Description,Industry,Category,Brand,Image,Wholesale Price,MAP Price,Price,Sale Price,MSRP,Weight,Height,Width,Length
,product,5545-112*,Avignon Collection,"The intersection of traditional formality and casual elegance is perfectly captured in thedesign of the Avignon Collection. Oak veneer is highlighted with a natural taupe finish thatis complemented by the natural toned fabric of the accompanying round-back side chairs andwing-back host chairs. Dark nailhead defines the chair profiles while also providing contrastto the light fabric. Also available is a functional server that features drawer, shelf, wine rackand behind glass door storage.",furniture,Dining Room > Dining Room Groups,Homelegance,https://s3-us-west-1.amazonaws.com/homelegance/Images_MidRes_For+Customer+Advertisement/5545-112.jpg,0,0,1649,0,0,,,,
,product,5494-106,Savion Collection,Sophisticated soft contemporary design is achieved in your dining room with the addition of the Savion Collection. Two table types are offered as versatile options to fit in your space – a rectangular double pedestal table and an oval single pedestal table. Both featuring a distinct birdcage style base. An espresso finish highlights the unique veneer pattern. Dramatic flair is lent to the design by the accompanying chairs. Neutral tone fabric covers the substantially sized roll back arm and side chairs. Reeded fronts on the server along with the serpentine profile further the elegance of this distinctly sophisticated collection.,furniture,Dining Room > Dining Room Groups,Homelegance,https://s3-us-west-1.amazonaws.com/homelegance/Images_MidRes_For+Customer+Advertisement/5494-106.jpg,0,0,2199,0,0,,,,
,product,5627W-72*,Willow Bend Collection,"Inspired by the aesthetic of a casual country kitchen, the Willow Bend Collection is an inviting gathering spot for mealtime with family and friends. The collection is offered in two table configurations – first, a traditional dining height leg table with 6 drawers located on the apron; the second, a counter height with 4 drawers on the apron and storage display shelf base. The two-tone look of the acacia and pine solids base, finished in antique white, and the elm veneer of the table’s top, finished in a rosy brown, present as a harmonious combination of color. The neutral tone of the side chair’s fabric blends effortlessly with the look. Providing ample storage space for your tabletop accessories is the 3-door server.",furniture,Dining Room > Dining Room Groups,Homelegance,https://s3-us-west-1.amazonaws.com/homelegance/Images_MidRes_For+Customer+Advertisement/5627W-72.jpg,0,0,899,0,0,,,,
,product,5179-90,Urbana Collection,"Transitional design combined with the trend forward look of industrial styling creates the look for the Urbana Collection. Turnbuckle accents paired with faux rivets lend to the design of the table and accompanying server. A burnished finish is utilized to highlight the wood grain veneer. The wood-framed metal X-backed chairs feature dark brown bi-cast vinyl seats and backs. In addition to the traditional chairs, an optional bench is also available as a unique seating option. The server features drawer and door fronted storage along with wine rick and stationary leg supports that mimic industrial cart wheels.",furniture,Dining Room > Dining Room Groups,Homelegance,https://s3-us-west-1.amazonaws.com/homelegance/Images_MidRes_For+Customer+Advertisement/5179-90.jpg,0,0,1299,0,0,,,,
,product,5438-96,Toulon Collection,"Bold curves provide elegant contrast to the unique look of the Toulon Collection. The heavily scrolled base supports of the table feature routing with dark pewter-finished metal trestle that connects. Wire-brushed distressing provides texture to the acacia veneer of the table and pine of the accompanying chairs. The optional bench takes shape with inspiration drawn from church pews, allowing for a look that will add a special touch to your dining room. The French provincial inspired routing lends decorative touch to the accompanying server, while dual drawer and door storage provides ample space to stow your tabletop accessories.",furniture,Dining Room > Dining Room Groups,Homelegance,https://s3-us-west-1.amazonaws.com/homelegance/Images_MidRes_For+Customer+Advertisement/5438-96.jpg,0,0,1529,0,0,,,,
,product,8480BRW-3PW,Pecos Collection,"The Pecos Collection blends style and function to create a platform for relaxation. Modernizing the look of the ample seating is an inset contrast welt. Chair, love seat and sofa are available in both manual and power version while the sectional is available in manual version only. With a pull of the handle, the user is changed from a seated position to a reclined position smoothly.",furniture,Living Room > Living Room Groups,Homelegance,https://s3-us-west-1.amazonaws.com/homelegance/Images_MidRes_For+Customer+Advertisement/8480BRW.jpg,0,0,2059,0,0,,,,
,product,8480BRW-3,Pecos Collection,"The Pecos Collection blends style and function to create a platform for relaxation. Modernizing the look of the ample seating is an inset contrast welt. Chair, love seat and sofa are available in both manual and power version while the sectional is available in manual version only. With a pull of the handle, the user is changed from a seated position to a reclined position smoothly.",furniture,Living Room > Living Room Groups,Homelegance,https://s3-us-west-1.amazonaws.com/homelegance/Images_MidRes_For+Customer+Advertisement/8480BRW.jpg,0,0,1629,0,0,,,,
,product,8490,Columbus Collection,"With a configuration options that allow for placement that is perfect for your space, the Columbus Collection will be a welcome addition to your living room. Ample seating is covered in either cobblestone fabric or dark brown breathable faux leather resulting in a pleasurable seating experience. Bookending this substantially sized seating group are the left or right end units that are offered as reclining chair or push back chaise. Armless chair, console unit, corner seat, and armless reclining chair make up the middle part of this sectional offering.",furniture,Living Room > Sectionals,Homelegance,https://s3-us-west-1.amazonaws.com/homelegance/Images_MidRes_For+Customer+Advertisement/8490%206LRRR_LR%20CN%20AC%20CR%20AR%20RR%203292.jpg,0,0,1999,0,0,,,,
,product,8480GRY-3PW,Pecos Collection,"The Pecos Collection blends style and function to create a platform for relaxation. Modernizing the look of the ample seating is an inset contrast welt. Chair, love seat and sofa are available in both manual and power version while the sectional is available in manual version only. With a pull of the handle, the user is changed from a seated position to a reclined position smoothly.",furniture,Living Room > Living Room Groups,Homelegance,https://s3-us-west-1.amazonaws.com/homelegance/Images_MidRes_For+Customer+Advertisement/8480GRY.jpg,0,0,2059,0,0,,,,
,product,8480GRY-3,Pecos Collection,"The Pecos Collection blends style and function to create a platform for relaxation. Modernizing the look of the ample seating is an inset contrast welt. Chair, love seat and sofa are available in both manual and power version while the sectional is available in manual version only. With a pull of the handle, the user is changed from a seated position to a reclined position smoothly.",furniture,Living Room > Living Room Groups,Homelegance,https://s3-us-west-1.amazonaws.com/homelegance/Images_MidRes_For+Customer+Advertisement/8480GRY.jpg,0,0,1629,0,0,,,,
,product,8202CH*SC,Sinclair Collection,"A hint of retro styling provides a clean and classic look for your contemporary home in the Sinclair Collection. Offered in a traditional seating or sectional configuration, the options allow for the perfect placement within your living room. The collection is available in either chocolate or gray fabric with contrast pillows that furthers the look and versatility for placement within a number of home decors.",furniture,Living Room > Sectionals,Homelegance,https://s3-us-west-1.amazonaws.com/homelegance/Images_MidRes_For+Customer+Advertisement/8202CH-TS%208202CH-CA.jpg,0,0,659,0,0,,,,
,product,8206NF-3,Aram Collection,"With amply appointed offerings that create not only a comfortable seating experience but a functional one as well, the Aram Collection will be a welcome addition to your home. The seating group is offered in a brown fabric or dark brown AireHyde for comfort and style that will blend effortlessly with your transitional decorative preference. Manual motion mechanisms operate with the pull of a side-mounted tab, that once engaged, take you from seated to reclined in an easy motion. Each piece in the collection has an individual function allowing for convenience and comfort. The sofa features dual reclining ends and a drop down center seat back with cup-holders, electric receptacles, USB port and tabletop space, the dual glider reclining ends of the love seat flank a center mounted console with storage, electric receptacles and cup-holders, and the reclining chair features a glider mechanism that allows for easy back and forth motion.",furniture,Living Room > Living Room Groups,Homelegance,https://s3-us-west-1.amazonaws.com/homelegance/Images_MidRes_For+Customer+Advertisement/8206NF.jpg,0,0,1499,0,0,,,,
,product,8206BRW,Aram Collection,"With amply appointed offerings that create not only a comfortable seating experience but a functional one as well, the Aram Collection will be a welcome addition to your home. The seating group is offered in a brown fabric or dark brown AireHyde for comfort and style that will blend effortlessly with your transitional decorative preference. Manual motion mechanisms operate with the pull of a side-mounted tab, that once engaged, take you from seated to reclined in an easy motion. Each piece in the collection has an individual function allowing for convenience and comfort. The sofa features dual reclining ends and a drop down center seat back with cup-holders, electric receptacles, USB port and tabletop space, the dual glider reclining ends of the love seat flank a center mounted console with storage, electric receptacles and cup-holders, and the reclining chair features a glider mechanism that allows for easy back and forth motion.",furniture,Living Room > Living Room Groups,Homelegance,https://s3-us-west-1.amazonaws.com/homelegance/Images_MidRes_For+Customer+Advertisement/8206BRW.jpg,0,0,1499,0,0,,,,
,product,8202GRY*SC,Sinclair Collection,"A hint of retro styling provides a clean and classic look for your contemporary home in the Sinclair Collection. Offered in a traditional seating or sectional configuration, the options allow for the perfect placement within your living room. The collection is available in either chocolate or gray fabric with contrast pillows that furthers the look and versatility for placement within a number of home decors.",furniture,Living Room > Sectionals,Homelegance,https://s3-us-west-1.amazonaws.com/homelegance/Images_MidRes_For+Customer+Advertisement/8202GRY-TS%208202GRY-CA_.jpg,0,0,659,0,0,,,,
,product,9636-3,Laurelton Collection,Generous seating combined with functional touches makes the Laurelton Collection the perfect addition to your living room. The double glider reclining love seat-s center console features dual cup holders and hidden storage. Charcoal and chocolate textured plush microfiber fabric are available as cover options for this amply appointed seating group.,furniture,Living Room > Living Room Groups,Homelegance,https://s3-us-west-1.amazonaws.com/homelegance/Images_MidRes_For+Customer+Advertisement/9636_shotin2016.jpg,0,0,1499,0,0,,,,
,product,8230BRW-3,Bastrop Collection,"Comfort is the name of the game in the Bastrop Collection. The collection is offered in several configurations – traditional sofa, love seat and chair, and sectional – for versatile placement in your living room maximum relaxation potential in your downtime. The two optional coverings – black or brown leather gel match – feature contrast welting for definition of profile and modern accenting. Manually engaged motion mechanisms allow for quick transition from seated to prone with the quick pull of a tab. Each piece in the collection has an individual function allowing for convenience and comfort. The sofa features dual reclining ends, the dual glider reclining ends of the love seat flank a center mounted console with storage and cup-holders, and the chair features a glider mechanism that allows for easy back and forth motion. The sectional configuration features a left side love seat with reclining end and the right side double reclining love seat with center console unit featuring cup holders and storage.",furniture,Living Room > Living Room Groups,Homelegance,https://s3-us-west-1.amazonaws.com/homelegance/Images_MidRes_For+Customer+Advertisement/8230BRW.jpg,0,0,1449,0,0,,,,
,product,8201BRW-3,Jude Collection,"Plush seating with well-appointed features makes the Jude Collection a comfortable and functional addition to your living room. The seating group is offered in either brown or black leather gel match coverings for a bold, yet, neutral statement. Manual motion mechanisms operate with the pull of a side-mounted tab, that once engaged, take you from seated to reclined in an easy motion. Each piece in the collection has an individual function allowing for convenience and comfort. The sofa features dual reclining ends and a drop down center seat back with cup-holders and tabletop space, the dual glider reclining ends of the love seat flank a center mounted console with storage and cup-holders, and the chair features a glider mechanism that allows for easy back and forth motion.",furniture,Living Room > Living Room Groups,Homelegance,https://s3-us-west-1.amazonaws.com/homelegance/Images_MidRes_For+Customer+Advertisement/8201BRW.jpg,0,0,1329,0,0,,,,
,product,8216DG-3,Cornelia Collection,"Casual traditional styling creates the look of the Cornelia Collection. The seating group is offered in two coverings, sand or dark gray fabric to easily blend and complement to your home’s décor. Nail head trim along with rolled arms lend to the soft traditional style.",furniture,Living Room > Living Room Groups,Homelegance,https://s3-us-west-1.amazonaws.com/homelegance/Images_MidRes_For+Customer+Advertisement/8216DG.jpg,0,0,849,0,0,,,,
,product,9911DBR,Aggiano Collection,"Styled for the transitional home, the Aggiano Collection is a comfortable and functional addition to your living room. The seating group is offered in a performance fabric that is water and liquid resistant, making it a neutral and functional decorative choice for a number of home environments. With optional manual or power motion mechanisms available, once engaged, operate to take you from seated to reclined in an easy motion. The sofa features dual reclining ends, as does the love seat. The power version features a USB power port that allows your electronics to stay charged while you re-charge. Providing additional support is the power operated headrest that allows you to further customize your comfort experience.",furniture,Living Room > Living Room Groups,Homelegance,https://s3-us-west-1.amazonaws.com/homelegance/Images_MidRes_For+Customer+Advertisement/9911DBR.jpg,0,0,1499,0,0,,,,
